doi,relevant_text_extraction,synthesis_procedure_extraction,in_final_dataset
10.1515/amm-2017-0171,true,true,true
10.1515/chem-2015-0074,true,true,true
10.1515/gps-2019-0044,true,true,true
10.1515/htmp-2013-0021,true,true,true
10.1515/msp-2015-0004,true,true,true
10.1515/msp-2016-0059,true,true,true
10.1515/msp-2016-0098,true,true,true
10.1515/msp-2017-0003,true,true,true
10.1515/msp-2017-0069,true,true,true
10.1515/msp-2018-0011,true,true,true
10.1515/msp-2018-0043,true,true,true
10.1515/nuka-2015-0008,true,true,true
10.1515/nuka-2017-0010,true,true,true
10.1515/pac-2022-0601,true,true,true
10.1515/zna-1972-8-944,false,false,false
10.15330/pcss.22.4.664-686,true,true,true
10.15406/jnmr.2017.05.00118,true,true,true
10.1557/opl.2013.85,true,true,true
10.15826/chimtech.2020.8.1.03,true,true,true
10.15826/chimtech.2023.10.1.13,true,true,true
10.1590/0104-6632.20150323s00003269,true,true,true
10.1590/0366-69132016623642006,true,true,true
10.1590/0366-69132018643722463,true,true,true
10.1590/0366-69132020663772734,true,true,true
10.1590/1516-1439.033115,true,true,true
10.1590/1980-5373-mr-2016-0340,true,true,true
10.1590/s0104-66322009000300012,true,true,true
10.1590/s1516-14392012005000157,true,true,true
10.1595/147106706x106182,false,false,false
10.1595/147106708x361321,false,false,false
10.17222/mit.2014.300,true,true,true
10.17222/mit.2015.174,true,true,true
10.17485/ijst/2016/v9i27/96638,true,true,true
10.18178/ijmerr.9.1.148-152,true,false,false
10.18494/sam.2020.2889,true,true,true
10.19053/1900771x.v22.n2.2022.15024,true,true,true
10.20964/2018.02.40,true,true,true
10.20964/2018.05.47,true,true,true
10.20964/2018.09.44,true,true,true
10.20964/2020.04.06,true,true,true
10.20964/2021.06.14,true,true,true
10.21203/rs.3.rs-2594085/v1,true,true,true
10.21203/rs.3.rs-703464/v1,true,true,true
10.2147/ijn.s82210,true,true,true
10.2298/ntrp1204351a,true,false,false
10.2298/pac1904427p,true,true,true
10.2298/pac2201078s,true,true,true
10.2298/sos1803337j,true,true,true
10.2355/isijinternational.isijint-2017-380,true,true,true
10.24425/BPASTS.2020.131835,true,true,true
10.2478/jee-2019-0044,true,true,true
10.2478/msp-2019-0044,true,true,true
10.2478/msp-2019-0057,true,true,true
10.2478/s11532-009-0012-4,true,true,true
10.2478/s11532-010-0037-8,true,true,true
10.2478/s11532-013-0291-7,true,true,true
10.26565/2222-5617-2022-37,true,true,true
10.31349/revmexfis.67.255,true,true,true
10.31635/ccschem.020.202000400,true,true,true
10.32734/jotp.v2i1.5263,true,true,true
10.3365/kjmm.2018.56.10.772,true,true,true
10.3365/kjmm.2019.57.5.328,true,true,true
10.3365/kjmm.2021.59.8.560,true,true,true
10.3389/fchem.2014.00106,true,true,true
10.3389/fchem.2015.00053,true,true,true
10.3389/fenrg.2014.00009,true,true,true
10.3389/fenrg.2019.00053,true,true,true
10.3389/fenrg.2020.606494,true,true,true
10.3389/fenrg.2022.996471,true,true,true
10.3389/fmats.2014.00010,true,true,true
10.3389/fmats.2020.569723,true,true,true
10.3390/acoustics1020019,true,true,true
10.3390/app10113905,true,true,true
10.3390/app10144963,true,true,true
10.3390/app13063978,true,true,true
10.3390/app7090952,true,true,true
10.3390/app8010012,true,true,true
10.3390/app8010052,true,true,true
10.3390/app8050735,true,true,true
10.3390/app8091702,true,false,false
10.3390/app8112099,true,true,true
10.3390/app9081609,true,true,true
10.3390/batteries8090116,true,true,true
10.3390/batteries9020142,true,true,true
10.3390/biom11020299,true,true,true
10.3390/catal10020235,true,true,true
10.3390/catal12121636,true,true,true
10.3390/catal13050793,true,true,true
10.3390/catal7070223,true,true,true
10.3390/coatings10050453,true,false,false
10.3390/coatings10121260,true,true,true
10.3390/coatings9080502,true,true,true
10.3390/condmat5040063,true,true,true
10.3390/condmat7030048,true,true,true
10.3390/condmat8040087,true,true,true
10.3390/cryst10020100,true,true,true
10.3390/cryst10020140,true,true,true
10.3390/cryst10040270,true,true,true
10.3390/cryst10070552,true,true,true
10.3390/cryst10070610,true,true,true
10.3390/cryst10080631,true,true,true
10.3390/cryst12010035,true,true,true
10.3390/cryst12010073,true,true,true
10.3390/cryst13010152,true,true,true
10.3390/cryst13020180,true,true,true
10.3390/cryst13101452,true,true,true
10.3390/cryst7060172,true,true,true
10.3390/cryst7060180,true,true,true
10.3390/cryst7090256,true,true,true
10.3390/cryst7090271,true,true,true
10.3390/cryst7090281,true,true,true
10.3390/cryst8010045,true,true,true
10.3390/cryst8030126,true,true,true
10.3390/cryst8040142,true,true,true
10.3390/cryst8050190,true,false,false
10.3390/cryst8100384,true,true,true
10.3390/e18080308,true,true,true
10.3390/e20070488,true,true,true
10.3390/electronics10020140,true,true,true
10.3390/en10101524,true,true,true
10.3390/en12224292,true,true,true
10.3390/en13030643,true,true,true
10.3390/en13061459,true,true,true
10.3390/en14217362,true,true,true
10.3390/en16207115,true,true,true
10.3390/en8076275,true,true,true
10.3390/en81010958,true,true,true
10.3390/en81112323,true,true,true
10.3390/en9040236,true,true,true
10.3390/inorganics6030083,true,true,true
10.3390/ma10020146,true,true,true
10.3390/ma10020154,true,true,true
10.3390/ma10030233,true,true,true
10.3390/ma10030251,true,true,true
10.3390/ma10040328,true,true,true
10.3390/ma10060578,true,true,true
10.3390/ma10060617,true,true,true
10.3390/ma10070818,true,true,true
10.3390/ma10070824,true,true,true
10.3390/ma10091062,true,true,true
10.3390/ma11010099,true,true,true
10.3390/ma11020189,true,true,true
10.3390/ma11020203,true,true,true
10.3390/ma11020262,true,true,true
10.3390/ma11030439,true,true,true
10.3390/ma11040536,true,true,true
10.3390/ma11040649,true,true,true
10.3390/ma11050728,true,true,true
10.3390/ma11050773,true,true,true
10.3390/ma11060903,true,true,true
10.3390/ma11060946,true,true,true
10.3390/ma11071185,true,true,true
10.3390/ma11071224,true,true,true
10.3390/ma11091652,true,true,true
10.3390/ma11101799,true,true,true
10.3390/ma11101807,true,true,true
10.3390/ma11112095,true,true,true
10.3390/ma11112171,true,true,true
10.3390/ma11112190,true,true,true
10.3390/ma11112237,true,true,true
10.3390/ma11122551,true,true,true
10.3390/ma11122573,true,true,true
10.3390/ma12010064,true,true,true
10.3390/ma12030497,true,true,true
10.3390/ma12050731,true,true,true
10.3390/ma12101637,true,true,true
10.3390/ma12101723,true,true,true
10.3390/ma12121957,true,true,true
10.3390/ma12132057,true,true,true
10.3390/ma12142219,true,true,true
10.3390/ma12162545,true,true,true
10.3390/ma12172663,true,true,true
10.3390/ma12183019,true,true,true
10.3390/ma12244222,true,true,true
10.3390/ma13010087,true,true,true
10.3390/ma13040984,true,true,true
10.3390/ma13051060,true,true,true
10.3390/ma13061404,true,true,true
10.3390/ma13092164,true,true,true
10.3390/ma13173865,true,true,true
10.3390/ma14020273,true,true,true
10.3390/ma14113080,true,true,true
10.3390/ma14144029,true,true,true
10.3390/ma14164656,true,true,true
10.3390/ma14174870,true,true,true
10.3390/ma14185238,true,true,true
10.3390/ma14185264,true,true,true
10.3390/ma14227019,true,true,true
10.3390/ma15010278,true,true,true
10.3390/ma15062166,true,true,true
10.3390/ma15113819,true,true,true
10.3390/ma15124126,true,true,true
10.3390/ma15196509,true,true,true
10.3390/ma15196816,true,true,true
10.3390/ma15228003,true,true,true
10.3390/ma15228268,true,true,true
10.3390/ma15238369,true,true,true
10.3390/ma16083231,true,true,true
10.3390/ma2041923,true,true,true
10.3390/ma3010318,true,true,true
10.3390/ma3020786,true,true,true
10.3390/ma3042606,true,true,true
10.3390/ma6041326,true,true,true
10.3390/ma7042577,true,true,true
10.3390/ma7107093,true,true,true
10.3390/ma8030959,true,true,true
10.3390/ma8031043,true,true,true
10.3390/ma8041568,true,true,true
10.3390/ma8052514,true,true,true
10.3390/ma9030154,true,true,true
10.3390/ma9030169,true,true,true
10.3390/ma9030209,true,true,true
10.3390/ma9040227,true,true,true
10.3390/ma9040257,true,true,true
10.3390/ma9070579,true,true,true
10.3390/ma9070588,true,true,true
10.3390/ma9080629,true,true,true
10.3390/ma9090717,true,true,true
10.3390/magnetochemistry5010016,true,true,true
10.3390/magnetochemistry9040103,true,true,true
10.3390/membranes12030308,true,true,true
10.3390/membranes12111084,true,true,true
10.3390/membranes13050502,true,true,true
10.3390/met10010048,true,true,true
10.3390/met10010112,true,true,true
10.3390/met10050624,true,true,true
10.3390/met5020910,true,true,true
10.3390/met8010061,true,true,true
10.3390/met8060466,true,true,true
10.3390/met8070553,true,true,true
10.3390/met8110935,true,true,true
10.3390/met9030382,true,true,true
10.3390/met9040441,true,true,true
10.3390/met9050497,true,true,true
10.3390/mi8120352,true,true,true
10.3390/molecules27217190,true,true,true
10.3390/molecules28237918,true,true,true
10.3390/nano10010085,true,true,true
10.3390/nano10020272,true,true,true
10.3390/nano10030476,true,true,true
10.3390/nano10061204,true,true,true
10.3390/nano10112267,true,true,true
10.3390/nano10112270,true,true,true
10.3390/nano11061518,true,true,true
10.3390/nano11112882,true,true,true
10.3390/nano12020236,true,true,true
10.3390/nano12142403,true,true,true
10.3390/nano12183104,true,true,true
10.3390/nano12193452,true,true,true
10.3390/nano13020254,true,true,true
10.3390/nano14010082,true,true,true
10.3390/nano7060138,true,true,true
10.3390/nano7070157,true,true,true
10.3390/nano7120415,true,true,true
10.3390/nano8010008,true,true,true
10.3390/nano8020077,true,true,true
10.3390/nano8020090,true,true,true
10.3390/nano8030154,true,true,true
10.3390/nano8040241,true,true,true
10.3390/nano8050297,true,true,true
10.3390/nano8080631,true,true,true
10.3390/nano8090678,true,true,true
10.3390/nano8100750,true,true,true
10.3390/nano8100790,true,true,true
10.3390/nano8121064,true,true,true
10.3390/nano9010118,true,true,true
10.3390/nano9081176,true,true,true
10.3390/nano9121720,true,true,true
10.3390/ph12020076,true,true,true
10.3390/polym10080815,true,true,true
10.3390/pr10010136,true,true,true
10.3390/pr7120885,true,true,true
10.3390/pr9020186,true,true,true
10.3390/s18040958,true,true,true
10.3390/s90402352,true,true,true
10.3390/sym11060732,true,true,true
10.34133/2020/4630948,true,true,true
10.34133/2020/5016564,true,false,false
10.34133/2020/6591981,true,false,false
10.34133/2020/8151059,true,true,true
10.34133/2022/9846797,true,true,true
10.35848/1882-0786/ac1231,true,true,true
10.3740/mrsk.2015.25.2.68,true,true,true
10.3762/bjnano.10.133,true,true,true
10.3762/bjnano.10.86,true,true,true
10.3762/bjnano.4.52,true,true,true
10.3762/bjnano.6.119,true,false,false
10.3762/bjnano.6.167,true,true,true
10.37904/metal.2020.3610,true,true,true
10.3844/ajassp.2007.89.93,true,true,true
10.3844/ajassp.2014.878.882,true,true,true
10.3934/matersci.2019.3.363,true,true,true
10.4067/s0717-97072013000400023,true,true,true
10.4067/s0717-97072015000100005,true,true,true
10.4191/kcers.2019.56.1.03,true,true,true
10.52131/jmps.2021.0201.0014,true,true,true
10.7566/jpsj.89.044702,false,false,false
